Group,Species,dry_mass_g,Temp_C,Mortality_yr ,Ref
Fish,Sebastes crameri,778,5.5,0.091,"9,10,11"
Fish,Sebastes dalli,76.8,7,0.5,"9,10,11"
Fish,Sebastes diploproa,1140,6,0.071,"9,10,11"
Fish,Sebastes elongatus,343,6,0.143,"9,10,11"
Fish,Sebastes entomelas,815,5.5,0.1,"9,10,11"
Fish,Sebastes flavidus,1110,6,0.094,"9,10,11"
Fish,Sebastes goodei,705,6.5,0.222,"9,10,11"
Fish,Sebastes helvomaculatus,1050,6,0.069,"9,10,11"
Fish,Sebastes jorani,152,6.5,0.194,"9,10,11"
Fish,Sebastes levis,2930,6.5,0.109,"9,10,11"
Fish,Sebastes maliger,1790,7,0.067,"9,10,11"
Fish,Sebastes melanops,1020,6.5,0.12,"9,10,11"
Fish,Sebastes miniatus,1640,6.5,0.14,"9,10,11"
Fish,Sebastes mystinus,608,6,0.136,"9,10,11"
Fish,Sebastes nigrocinctus,5400,7,0.052,"9,10,11"
Fish,Sebastes ovalis,705,6.5,0.162,"9,10,11"
Fish,Sebastes paucipinis,2930,6,0.167,"9,10,11"
Fish,Sebastes pinniger,1970,7,0.071,"9,10,11"
Fish,Sebastes polyspinis,1030,5.5,0.105,"9,10,11"
Fish,Sebastes reedi,1280,6.5,0.061,"9,10,11"
Fish,Sebastes rosaceus,210,7,0.429,"9,10,11"
Fish,Sebastes rosenblatti,705,6.5,0.12,"9,10,11"
Fish,Sebastes ruberrinus,4200,6,0.051,"9,10,11"
Fish,Sebastes rubrivinctus,1020,6.5,0.333,"9,10,11"
Fish,Sebastes rufus,545,7,0.113,"9,10,11"
Fish,Sebastes saxicola,300,6,0.158,"9,10,11"
Fish,Sebastes variegatus,226,5.5,0.128,"9,10,11"
Fish,Sebastes wilsoni,61,7,0.25,"9,10,11"
Fish,Sebastes zacentrus,533,6,0.103,"9,10,11"
Fish,Sebastolobus alascanus,2470,2.8,0.053,"9,10,11"
Fish,Sebastolobus altivelis,243,2.4,0.13,"9,10,11"
Fish,Soela vulgaris,121,7,0.25,5
Fish,Sprattus sprattus,5.1,9,0.7,5
Fish,Sprattus sprattus,5.75,8,0.53,5
Fish,Stolothrissa tanganicae,1.5,27,5.2,5
Fish,Stizostedion canadensis,154,5,0.44,5
Fish,Thunnus alaunga,1290,26,0.2,5
Fish,Thunnus alaunga,14700,25,0.23,5
Fish,Thunnus albacares,24800,25,0.77,5
Fish,Thunnus albacares,34500,26,0.8,5
Fish,Thunnus albacares,36000,25,0.8,5
Fish,Thunnus albacares,49800,25,0.9,5
Fish,Thunnus atlanticus,2440,26,0.67,5
Fish,Thunnus germo,9230,25,0.22,5
Fish,Thunnus macoyi,49000,26,0.2,5
Fish,Tilapia esculenta,188,25,1.75,5
Fish,Tracharus japonicus,298,20,0.99,5
Fish,Trisopterus esmarkii,11.3,9,1.6,5
Fish,Trisopterus esmarkii,12,9,0.6,5
Invertebrate,Acanthochitona crinita,0.333,13.85,4.44,25
Invertebrate,Acanthocyclops robustus,0.0000113,5,19.211,4
Invertebrate,Acanthocyclops robustus,0.0000113,10,22.01,4
Invertebrate,Acanthocyclops robustus,0.0000113,15,44.242,4
Invertebrate,Acanthocyclops robustus,0.0000113,20,56.154,4
Invertebrate,Acanthocyclops robustus,0.0000113,25,87.6,4
Invertebrate,Aega antarctica,5.6,-1.15,0.13,25
Invertebrate,Amphicteis gunneri,0.365,3.35,1.083,25
Invertebrate,Ancylus fluviatilis,0.0665,11.85,3.9,25
Invertebrate,Ancylus fluviatilis,0.108,7.85,3.2,25
Invertebrate,Anodonta grandis,28.8,5.85,0.183,25
Invertebrate,Anodonta grandis,137,8.85,0.218,25
Invertebrate,Anodonta piscinalis,9.98,12.85,0.265,25
Invertebrate,Arctica islandica,165,6.85,0.35,25
Invertebrate,Aulacomya ater,3,15.35,1.459,25
Invertebrate,Boreomysis microps,0.00575,9.5,3.042,6
Invertebrate,Bovallia gigantea f,5.93,-0.95,0.889,25
Invertebrate,Bovallia gigantea f,15.3,-0.95,0.729,25
Invertebrate,Bovallia gigantea ,1.51,-0.95,1.385,25
Invertebrate,Bovallia gigantea ,4.75,-0.95,0.801,25
Invertebrate,Brachycentrus spinae,0.00613,10.85,6.205,25
Invertebrate,Calyptogena magnifica,0.243,17,1.538,22
Invertebrate,Calyptogena magnifica,6.85,7.8,0.324,24
Invertebrate,Cardium edule,3.8,11.85,0.86,25
Invertebrate,Cardium edule,5.65,11.85,0.59,25
Invertebrate,Cardium edule,9.25,11.85,0.44,25
Invertebrate,Cardium edule,9.9,9.85,0.727,25
Invertebrate,Cassidulus mitis,0.95,22.15,0.812,25
Invertebrate,Chamelea gallina,1.35,24.85,4.687,25
Invertebrate,Chione cancellata,5.23,25.85,0.553,25
Invertebrate,Chorismus antarcticus,12.7,-1.15,0.731,25
Invertebrate,Corbicula fluminea,0.45,21.35,4.39,25
Invertebrate,Corbicula fluminea,0.638,21.85,1.739,25
Invertebrate,Cyclops strenuus,0.0000375,15,18.75,4
Invertebrate,Cyclops strenuus,0.0000375,20,24.146,4
Invertebrate,Cyclops vicinus,0.000038,5,15.315,4
Invertebrate,Cyclops vicinus,0.000038,10,15.755,4
Invertebrate,Cyclops vicinus,0.000038,15,42.941,4
Invertebrate,Daphnia ambigua,0.000000755,5,24.333,4
Invertebrate,Daphnia ambigua,0.000000755,10,35.902,4
Invertebrate,Daphnia magna,0.0000443,14,24.971,4
Invertebrate,Daphnia magna,0.0000443,19,34.873,4
Invertebrate,Daphnia magna,0.0000443,24,51.408,4
Invertebrate,Daphnia magna,0.0000443,29,84.884,4
Invertebrate,Donax incarnatus,0.905,27.85,7.483,25
Invertebrate,Dosinia hepatica,1.85,19.85,0.568,25
Invertebrate,Echinosigra phiale,0.182,2.85,0.275,25
Invertebrate,Echinus acutus var. norvegicus,6.5,7,0.28,23
Invertebrate,Echinus affinis,8.43,2.85,0.236,25
Invertebrate,Echinus elegans,14.7,7,0.559,23
Invertebrate,Egeria radiata,194,28.85,2.03,25
Invertebrate,Ephemerella subvaria,0.0415,14.85,6.597,25
Invertebrate,Epitheca spp.,0.758,16.85,2.95,25
Invertebrate,Eucyclops serrulatus,0.0000128,10,23.422,4
Invertebrate,Eucyclops serrulatus,0.0000128,15,31.878,4
Invertebrate,Eucyclops serrulatus,0.0000128,20,36.079,4
Invertebrate,Eucyclops serrulatus,0.0000128,25,105.288,4
Invertebrate,Euphausia krohni,0.004,13,5.214,"6,26"
Invertebrate,Eurhomalea exalbida,230,6.45,0.145,25
Invertebrate,Filinia pejleri,1.25E-08,5,87.6,4
Invertebrate,Filinia pejleri,1.25E-08,10,128.824,4
Invertebrate,Filinia pejleri,1.25E-08,15,168.462,4
Invertebrate,Filinia pejleri,1.25E-08,20,292,4
Invertebrate,Filinia pejleri,1.25E-08,25,365,4
Invertebrate,Filinia terminalis,1.25E-08,5,87.6,4
Invertebrate,Filinia terminalis,1.25E-08,10,128.824,4
Invertebrate,Filinia terminalis,1.25E-08,15,168.462,4
Invertebrate,Filinia terminalis,1.25E-08,20,292,4
Invertebrate,Filinia terminalis,1.25E-08,25,365,4
Invertebrate,Gammarus fossarum,0.0128,12,3.809,4
Invertebrate,Gammarus fossarum,0.0128,16.1,5.475,4
Invertebrate,Gammarus fossarum,0.0128,20.2,7.552,4
Invertebrate,Gammarus roeseli,0.0181,12,3.809,4
Invertebrate,Gammarus roeseli,0.0181,16.1,5.475,4
Invertebrate,Gammarus roeseli,0.0181,20.2,7.552,4
Invertebrate,Gennadas elegans,0.109,10.5,2.028,6
Invertebrate,Gnathophausia zoea,0.95,9.5,1.521,6
Invertebrate,Haliotis iris,363,12.15,0.077,25
Invertebrate,Hiatella arctica,14.5,-0.15,0.28,25
Invertebrate,Hiatella byssifera,11.3,1.85,0.28,25
Invertebrate,Holothuria atra,880,25.95,0.549,25
Invertebrate,Hyalella azteca,0.00578,15.95,4.716,25
Invertebrate,Hydrobia acuta,0.0121,9.85,3.482,25
Invertebrate,Keratella cochlearis,1.75E-08,5,79.927,4
Invertebrate,Keratella cochlearis,1.75E-08,10,98.649,4
Invertebrate,Keratella cochlearis,1.75E-08,15,142.208,4
Invertebrate,Keratella cochlearis,1.75E-08,20,240.659,4
Invertebrate,Keratella cochlearis,1.75E-08,25,326.866,4
Invertebrate,Laeonereis fragilis,1.13,21.85,6.658,25
Invertebrate,Laevilacunaria antarctica,0.123,-0.95,1.832,25
Invertebrate,Laevilacunaria antarctica,0.129,-0.95,1.647,25
Invertebrate,Lamellibranchia,3.43,7,0.035,15
Invertebrate,Lamellibranchia,3.43,7,0.06,16
Invertebrate,Ledella pustulosa,0.0118,2.65,0.426,25
Invertebrate,Lissarca miliaris,0.031,-0.95,0.597,25
Invertebrate,Lissarca notorcadensis,0.056,-1.15,0.319,25
Invertebrate,Lissarca notorcadensis,0.0953,-1.15,0.297,25
Invertebrate,Littorina africana,0.115,13.85,2.027,25
Invertebrate,Lumbrinereis fragilis,8.63,6.85,0.744,25
Invertebrate,Lymnaea peregra,1.75,9.85,2.526,25
Invertebrate,Macoma balthica,0.144,8.85,1.139,25
Invertebrate,Macoma balthica,0.196,8.85,0.463,25
Invertebrate,Macoma balthica,0.733,12.85,1.29,25
Invertebrate,Macoma balthica,3.33,9.85,0.57,25
Invertebrate,Macoma balthica,10.8,5.85,1.067,25
Invertebrate,Meganyctiphanes norvegica,0.0145,13,5.214,"6,26"
Invertebrate,Mercenaria mercenaria,38.3,11.85,0.448,25
Invertebrate,Mesocyclops leuckarti,0.00000813,10,18.025,4
Invertebrate,Mesocyclops leuckarti,0.00000813,15,38.087,4
Invertebrate,Mesocyclops leuckarti,0.00000813,20,49.213,4
Invertebrate,Mesocyclops leuckarti,0.00000813,25,69.524,4
Invertebrate,Mesodesma arctatum,11.7,5.35,0.263,25
Invertebrate,Mesodesma donacium,31,16.85,2.5,25
Invertebrate,Moira atropes,33.3,25.85,0.83,25
Invertebrate,Mya arenaria,9.05,8.85,0.64,25
Invertebrate,Mya truncata,6.78,1.85,0.25,25
Invertebrate,Mya truncata,7.33,-0.15,0.1,25
Invertebrate,Mya truncata,84.8,1.85,0.14,25
Invertebrate,Mytilid sp.,9.68,17,0.308,21
Invertebrate,Nacella concinna,5.95,-0.95,0.196,25
Invertebrate,Nacella delesserti,38.8,4.85,0.343,25
Invertebrate,Nematobrachion boopis,0.0065,10.25,3.476,"6,26"
Invertebrate,Nematoscelis megalops,0.0075,13,4.056,"6,26"
Invertebrate,Nephtys incisa,0.28,11.65,2.155,25
Invertebrate,Nereis diversicolor,1.22,8.85,3.79,25
Invertebrate,Nereis virens,2.68,8.85,1.44,25
Invertebrate,Notholca caudata,1.75E-08,5,88.664,4
Invertebrate,Notholca caudata,1.75E-08,10,103.302,4
Invertebrate,Notholca caudata,1.75E-08,15,190.435,4
Invertebrate,Notholca caudata,1.75E-08,20,312.857,4
Invertebrate,Notoacmaea scutum,6.23,11.85,2.05,25
Invertebrate,Nucella lapillus,20.6,6.85,0.35,25
Invertebrate,Nucula proxima,0.0107,9.85,0.49,25
Invertebrate,Nucula turgida,0.448,11.85,0.599,25
Invertebrate,Ophiocten gracilis,0.025,9.5,0.857,"9,27"
Invertebrate,Ophiocten gracilis,0.0833,2.85,0.811,25
Invertebrate,Ophiocten hastatum,0.05,9,0.615,22
Invertebrate,Ophionepthys limicola,8.15,24.85,1.966,25
Invertebrate,Ophionotus hexactis,1.69,1.35,0.597,25
Invertebrate,Ophiura ljungmani,0.0273,2.85,1.148,25
Invertebrate,Ophiura ljungmani,0.218,2.85,0.334,25
Invertebrate,Pachygrapsus gracilis,2.7,27.85,5.4,25
Invertebrate,Parvicardium exiguum,0.368,15.65,4.088,25
Invertebrate,Pectinaria hyperboreia,0.239,5.85,2.263,25
Invertebrate,Pectinaria koreni,0.0358,11.85,8.522,25
Invertebrate,Perna perna,3.98,20.85,4.799,25
Invertebrate,Perna perna,6.63,20.85,4.618,25
Invertebrate,Philine gibba,9.53,1.35,0.671,25
Invertebrate,Pontoporeia femorata,0.0905,5.85,4.233,25
Invertebrate,Prochaetoderma yongei,0.000273,3.35,10.429,18
Invertebrate,Reticulammina labyrinthica,0.0113,2.5,7.526,17
Invertebrate,Scolelepis gaucha,0.00438,19.85,11.354,25
Invertebrate,Scolelepis squamata,0.0244,21.85,4.02,25
Invertebrate,Serolis polita,1.15,-0.85,0.626,25
Invertebrate,Siliqua patula,9.3,10.3,1.644,4
Invertebrate,Siliqua patula,10.5,10.3,0.968,4
Invertebrate,Siliqua patula,11.4,14.4,1.681,4
Invertebrate,Siliqua patula,14.6,12.2,1.027,4
Invertebrate,Siliqua patula,14.9,10.3,1.195,4
Invertebrate,Siliqua patula,15,8,0.826,4
Invertebrate,Siliqua patula,23.8,5,0.306,4
Invertebrate,Siliqua patula,24.2,5.9,0.413,4
Invertebrate,Siliqua patula,26,5.9,0.448,4
Invertebrate,Siliqua patula,29,4.6,0.396,4
Invertebrate,Spisula sachalinesis,181,13.85,0.609,25
Invertebrate,Sterechinus antarcticus,13.1,-1.15,0.07,25
Invertebrate,Strongylocentr. droeb.,0.52,5.85,0.799,25
Invertebrate,Strongylocentr. franciscanus,400,16.05,0.106,25
Invertebrate,Strongylocentr. franciscanus,648,16.05,0.083,25
Invertebrate,Strongylocentr purpuratus,0.82,14.85,1.227,25
Invertebrate,Strongylocentr purpuratus,4.5,14.05,0.204,25
Invertebrate,Strongylocentr purpuratus,5.18,15.25,0.317,25
Invertebrate,Strongylocentr purpuratus,8.8,8.85,0.119,25
Invertebrate,Strongylocentrotus pallidus,30.8,0.85,0.082,25
Invertebrate,Tapes philippimarum,4.73,24.05,2.406,25
Invertebrate,Tellina fabula,0.0615,9.85,1.99,25
Invertebrate,Tellina fabula,0.153,9.85,1.723,25
Invertebrate,Tellina martinicensis,1.26,25.85,1.686,25
Invertebrate,Terebellides stroemi,0.0625,-0.15,0.475,25
Invertebrate,Theora lubrica,0.0238,16.85,4.236,25
Invertebrate,Thysanopoda acutifrons,0.0198,10.25,2.704,"6,26"
Invertebrate,Tindaria callistiformis,0.00144,3.5,0.946,20
Invertebrate,Turbo sarmaticus,163,16.85,0.81,25
Invertebrate,Tysanoessa longicaudata,0.0015,13,7.3,"6,26"
Invertebrate,Uca cumulanta,1.57,27.85,10.6,25
Invertebrate,Uca maracoani,7.85,27.85,5.3,25
Invertebrate,Uca maracoani,14.3,27.85,5.3,25
Invertebrate,Uca rapax,6.85,27.85,4.9,25
Invertebrate,Uca vocator,8.9,27.85,2.8,25
Invertebrate,Unio tumidis,5.35,12.55,0.352,25
Invertebrate,Venerupis aurea,5.2,11.85,0.37,25
Invertebrate,Venerupis aurea,5.45,11.85,0.35,25
Invertebrate,Venus antiqua,40.5,11.55,0.664,25
Invertebrate,Vesicomyid sp.,0.00238,21,0.228,19
Invertebrate,Yoldia eightsi,5.2,-0.95,0.13,25
Invertebrate,Yoldia eightsi,5.48,-0.95,0.114,25
Invertebrate,Yoldia limatula,4.93,8.85,0.803,25
Invertebrate,Zygochlamys patagonica,75.3,7.85,1.039,25
Mammal,Acinonyx jubatus,12500,38,0.213,"1,28"
Mammal,Acinonyx jubatus,12500,38,0.169,"1,28"
Mammal,Acrobates pygmaeus,3,38,0.667,"1,28"
Mammal,Aepyceros melampus,13130,38,0.196,"1,28"
Mammal,Aepyceros melampus,13130,38,0.169,"1,28"
Mammal,Aepyprymnus rufescens,812.5,38,0.435,"1,28"
Mammal,Ailuropoda melanoleuca,30000,38,0.097,"1,28"
Mammal,Ailurus fulgens,875,38,0.182,"1,28"
Mammal,Alcelaphus buselaphus,42750,38,0.127,"1,28"
Mammal,Alces alces,89750,38,0.159,"1,28"
Mammal,Alces alces,89750,38,0.093,"1,28"
Mammal,Allenopithecus nigroviridis,1187,38,0.11,"1,28"
Mammal,Alopex lagopus,862.5,38,0.256,"1,28"
Mammal,Alouatta palliata,1819,38,0.127,"1,28"
Mammal,Alouatta palliata,1819,38,0.127,"1,28"
Mammal,Alouatta palliata,1819,38,0.101,"1,28"
Mammal,Alouatta palliata,1819,38,0.101,"1,28"
Mammal,Alouatta seniculus,1536,38,0.101,"1,28"
Mammal,Ammotragus lervia,20940,38,0.256,"1,28"
Mammal,Antechinus flavipes,11.25,38,3.333,"1,28"
Mammal,Antechinus flavipes,11.25,38,1.429,"1,28"
Mammal,Antechinus stuartii,6.875,38,3.846,"1,28"
Mammal,Antechinus stuartii,6.875,38,0.909,"1,28"
Mammal,Antidorcas marsupialis,9762,38,0.127,"1,28"
Mammal,Antilocapra americana,11520,38,0.256,"1,28"
Mammal,Antilocapra americana,11520,38,0.256,"1,28"
Mammal,Antilope cervicapra,9250,38,0.169,"1,28"
Mammal,Antilope cervicapra,9250,38,0.141,"1,28"
Mammal,Aotus trivirgatus,225,38,0.213,"1,28"
Mammal,Aotus trivirgatus,225,38,0.127,"1,28"
Mammal,Aplodontia rufa,251,38,0.435,"1,28"
Mammal,Aplodontia rufa,251,38,0.256,"1,28"
Mammal,Apodemus sylvaticus,6.25,38,3.333,"1,28"
Mammal,Arctictis binturong,2875,38,0.141,"1,28"
Mammal,Arctocebus calabarensis,52.5,38,0.27,"1,28"
Mammal,Arctocephalus galapagoensis,6750,38,0.115,"1,28"
Mammal,Arctocephalus gazella,24380,38,0.196,"1,28"
Mammal,Arctocephalus gazella,24380,38,0.11,"1,28"
Mammal,Arctocephalus pusillus,44630,38,0.141,"1,28"
Mammal,Arctogalidia trivirgata,562.5,38,0.213,"1,28"
Mammal,Arvicola terrestris,50,38,1.111,"1,28"
Mammal,Ateles paniscus,1975,38,0.127,"1,28"
Mammal,Babyrousa babyrussa,25000,38,0.105,"1,28"
Mammal,Balaena mysticetus,17250000,38,0.084,"1,28"
Mammal,Balaena mysticetus,17250000,38,0.063,"1,28"
Mammal,Balaenoptera acutorostrata,2500000,38,0.056,"1,28"
Mammal,Balaenoptera acutorostrata,2500000,38,0.053,"1,28"
Mammal,Balaenoptera acutorostrata,2500000,38,0.05,"1,28"
Mammal,Balaenoptera borealis,5000000,38,0.036,"1,28"
Mammal,Balaenoptera borealis,5000000,38,0.034,"1,28"
Mammal,Balaenoptera edeni,4000000,38,0.035,"1,28"
Mammal,Balaenoptera musculus,37500000,38,0.056,"1,28"
Mammal,Balaenoptera musculus,37500000,38,0.05,"1,28"
Mammal,Balaenoptera musculus,37500000,38,0.039,"1,28"
Mammal,Balaenoptera musculus,37500000,38,0.023,"1,28"
Mammal,Balaenoptera physalus,11250000,38,0.022,"1,28"
Mammal,Balaenoptera physalus,11250000,38,0.022,"1,28"
Mammal,Bassaricyon gabbii,312.5,38,0.105,"1,28"
Mammal,Bassariscus astutus,282.4,38,0.159,"1,28"
Mammal,Bassariscus sumichrasti,225,38,0.11,"1,28"
Mammal,Berardius bairdii,2845000,38,0.035,"1,28"
Mammal,Bison bison,144800,38,0.101,"1,28"
Mammal,Bison bison,144800,38,0.076,"1,28"
Mammal,Bison bonasus,200000,38,0.093,"1,28"
Mammal,Blarina brevicauda,3.787,38,1.111,"1,28"
Mammal,Bos grunniens,250000,38,0.101,"1,28"
Mammal,Bradypus torquatus,975,38,0.213,"1,28"
Mammal,Burramys parvus,10.38,38,0.667,"1,28"
Mammal,Cacajao calvus,1449,38,0.141,"1,28"
Mammal,Cacajao melanocephalus,950,38,0.213,"1,28"
Mammal,Callithrix jacchus,73,38,0.256,"1,28"
Mammal,Callithrix jacchus,73,38,0.256,"1,28"
Mammal,Callorhinus ursinus,25000,38,0.101,"1,28"
Mammal,Callorhinus ursinus,25000,38,0.084,"1,28"
Mammal,Callorhinus ursinus,62500,38,0.051,3
Mammal,Camelus dromedarius,200000,38,0.063,"1,28"
Mammal,Canis latrans,3352,38,0.175,"1,28"
Mammal,Canis latrans,3352,38,0.175,"1,28"
Mammal,Canis latrans,3352,38,0.12,"1,28"
Mammal,Canis lupus,4200,38,0.256,"1,28"
Mammal,Canis lupus,4200,38,0.186,"1,28"
Mammal,Canis lupus,4200,38,0.159,"1,28"
Mammal,Canis lupus,7069,38,0.256,"1,28"
Mammal,Canis lupus,7069,38,0.186,"1,28"
Mammal,Canis lupus,7069,38,0.159,"1,28"
Mammal,Canis rufus,5746,38,0.159,"1,28"
Mammal,Capra cylindricornis,20000,38,0.115,"1,28"
Mammal,Capra falconeri,23750,38,0.213,"1,28"
Mammal,Capra falconeri,23750,38,0.196,"1,28"
Mammal,Capreolus capreolus,7500,38,0.169,"1,28"
Mammal,Castor canadensis,3604,38,0.169,"1,28"
Mammal,Castor fiber,6250,38,0.149,"1,28"
Mammal,Cavia porcellus,182,38,0.172,"1,28"
Mammal,Cebus albifrons,657.2,38,0.063,"1,28"
Mammal,Cebus apella,625,38,0.063,"1,28"
Mammal,Cephalophus monticola,1562,38,0.213,"1,28"
Mammal,Cephalorhynchus commersonii,12500,38,0.141,"1,28"
Mammal,Ceratotherium simum,737500,38,0.07,"1,28"
Mammal,Ceratotherium simum,737500,38,0.056,"1,28"
Mammal,Ceratotherium simum,737500,38,0.05,"1,28"
Mammal,Cercocebus torquatus,1937,38,0.123,"1,28"
Mammal,Cercocebus torquatus,1937,38,0.084,"1,28"
Mammal,Cercopithecus diana,1044,38,0.072,"1,28"
Mammal,Cercopithecus mona,1156,38,0.084,"1,28"
Mammal,Cervus elaphus,12500,38,0.05,3
Mammal,Cervus elaphus,12500,38,0.025,3
Mammal,Cervus elaphus,29880,38,0.127,"1,28"
Mammal,Cervus elaphus,29880,38,0.094,"1,28"
Mammal,Cervus elaphus,39060,38,0.127,"1,28"
Mammal,Cervus elaphus,39060,38,0.094,"1,28"
Mammal,Cervus elaphus,54440,38,0.127,"1,28"
Mammal,Cervus elaphus,54440,38,0.094,"1,28"
Mammal,Chinchilla lanigera,121.2,38,0.256,"1,28"
Mammal,Chinchilla lanigera,121.2,38,0.226,"1,28"
Mammal,Chiropotes albinasus,725,38,0.149,"1,28"
Mammal,Chiropotes satanas,750,38,0.141,"1,28"
Mammal,Civettictis civetta,3000,38,0.169,"1,28"
Mammal,Coendou prehensilis,1100,38,0.149,"1,28"
Mammal,Colobus polykomos,2459,38,0.097,"1,28"
Mammal,Colobus polykomos,2459,38,0.083,"1,28"
Mammal,Cricetus cricetus,125,38,0.667,"1,28"
Mammal,Crocidura leucodon,2.455,38,0.909,"1,28"
Mammal,Crocidura russula,1.6,38,0.847,"1,28"
Mammal,Crocuta crocuta,15750,38,0.101,"1,28"
Mammal,Ctenomys talarum,33.08,38,0.909,"1,28"
Mammal,Cystophora cristata,50000,38,0.074,"1,28"
Mammal,Cystophora cristata,50000,38,0.072,"1,28"
Mammal,Cystophora cristata,50000,38,0.072,"1,28"
Mammal,Dactylopsila trivirgata,105.8,38,0.526,"1,28"
Mammal,Dama dama,12130,38,0.101,"1,28"
Mammal,Damaliscus korrigum,24500,38,0.182,3
Mammal,Damaliscus korrigum,24500,38,0.166,3
Mammal,Dasycercus cristicauda,25,38,0.435,"1,28"
Mammal,Dasyprocta punctata,668.7,38,0.256,"1,28"
Mammal,Dasyprocta punctata,668.7,38,0.256,"1,28"
Mammal,Dasypus novemcinctus,1051,38,0.169,"1,28"
Mammal,Dasypus novemcinctus,1051,38,0.169,"1,28"
Mammal,Dasyurus viverrinus,272.5,38,0.526,"1,28"
Mammal,Delanymys brooksi,1.25,38,1.429,"1,28"
Mammal,Delphinapterus leucas,350000,38,0.147,"1,28"
Mammal,Delphinapterus leucas,350000,38,0.084,"1,28"
Mammal,Delphinapterus leucas,350000,38,0.063,"1,28"
Mammal,Delphinus delphis,16250,38,0.127,"1,28"
Mammal,Dendrohyrax arboreus,737.5,38,0.256,"1,28"
Mammal,Dendrolagus matschiei,1740,38,0.323,"1,28"
Mammal,Dicerorhinus sumatrensis,350000,38,0.079,"1,28"
Mammal,Dicerorhinus sumatrensis,350000,38,0.072,"1,28"
Mammal,Diceros bicornis,295100,38,0.063,"1,28"
Mammal,Dugong dugon,105000,38,0.046,"1,28"
Mammal,Dugong dugon,105000,38,0.046,"1,28"
Mammal,Dugong dugon,105000,38,0.036,"1,28"
Mammal,Echinops telfairi,45,38,2.632,"1,28"
Mammal,Elaphurus davidianus,43750,38,0.141,"1,28"
Mammal,Elaphurus davidianus,43750,38,0.108,"1,28"
Mammal,Elephantulus myurus,13.1,38,2.941,"1,28"
Mammal,Elephantulus rufescens,9.375,38,0.435,"1,28"
Mammal,Elephas maximus,1250000,38,0.063,"1,28"
Mammal,Elephas maximus,1250000,38,0.042,"1,28"
Mammal,Elephas maximus,1250000,38,0.036,"1,28"
Mammal,Elephas maximus,1250000,38,0.032,"1,28"
Mammal,Enhydra lutris,7500,38,0.11,"1,28"
Mammal,Enhydra lutris,7500,38,0.084,"1,28"
Mammal,Equus asinus,41250,38,0.127,"1,28"
Mammal,Equus asinus,81250,38,0.127,"1,28"
Mammal,Equus burchelli,59430,38,0.057,3
Mammal,Equus caballus,62500,38,0.04,"1,28"
Mammal,Equus grevyi,102000,38,0.127,"1,28"
Mammal,Equus hemionus,57500,38,0.127,"1,28"
Mammal,Equus zebra,71750,38,0.127,"1,28"
Mammal,Equus zebra,71750,38,0.105,"1,28"
Mammal,Erethizon dorsatum,1771,38,0.149,"1,28"
Mammal,Erethizon dorsatum,1771,38,0.141,"1,28"
Mammal,Erignathus barbatus,75000,38,0.101,"1,28"
Mammal,Erignathus barbatus,75000,38,0.081,"1,28"
Mammal,Erignathus barbatus,75000,38,0.081,"1,28"
Mammal,Erinaceus europaeus,205.8,38,0.37,"1,28"
Mammal,Erinaceus europaeus,205.8,38,0.323,"1,28"
Mammal,Erinaceus europaeus,205.8,38,0.182,"1,28"
Mammal,Erythrocebus patas,1817,38,0.12,"1,28"
Mammal,Eschrichtius robustus,7500000,38,0.036,"1,28"
Mammal,Eschrichtius robustus,7500000,38,0.033,"1,28"
Mammal,Eumetopias jubatus,150000,38,0.11,"1,28"
Mammal,Eumetopias jubatus,150000,38,0.084,"1,28"
Mammal,Felis nigripes,325,38,0.213,"1,28"
Mammal,Felis silvestris,1063,38,0.169,"1,28"
Mammal,Felis silvestris,1063,38,0.141,"1,28"
Mammal,Felis silvestris,1162,38,0.169,"1,28"
Mammal,Felis silvestris,1162,38,0.141,"1,28"
Mammal,Galea musteloides,120,38,2.381,"1,28"
Mammal,Gazella dorcas,5750,38,0.204,"1,28"
Mammal,Gazella gazella,5625,38,0.213,"1,28"
Mammal,Georychus capensis,45.25,38,0.909,"1,28"
Mammal,Gerbillus pyramidum,10.22,38,0.323,"1,28"
Mammal,Giraffa camelopardalis,225000,38,0.101,"1,28"
Mammal,Giraffa camelopardalis,225000,38,0.097,"1,28"
Mammal,Giraffa camelopardalis,225000,38,0.069,"1,28"
Mammal,Gorilla gorilla,31060,38,0.053,"1,28"
Mammal,Gorilla gorilla,31060,38,0.05,"1,28"
Mammal,Gymnobelideus leadbeateri,31.75,38,0.345,"1,28"
Mammal,Halichoerus grypus,62500,38,0.081,"1,28"
Mammal,Halichoerus grypus,62500,38,0.063,"1,28"
Mammal,Halichoerus grypus,62500,38,0.055,"1,28"
Mammal,Halichoerus grypus,62500,38,0.055,"1,28"
Mammal,Hemibelideus lemuroides,238.1,38,0.667,"1,28"
Mammal,Hemicentetes semispinosus,28,38,1.02,"1,28"
Mammal,Hemitragus jemlahicus,22500,38,0.256,"1,28"
Mammal,Herpestes ichneumon,712.5,38,0.213,"1,28"
Mammal,Heterohyrax brucei,656.3,38,0.182,"1,28"
Mammal,Hippopotamus amphibius,300000,38,0.03,3
Mammal,Hippopotamus amphibius,354400,38,0.056,"1,28"
Mammal,Hippopotamus amphibius,354400,38,0.05,"1,28"
Mammal,Hippopotamus amphibius,354400,38,0.046,"1,28"
