"Group","Species","dry_mass_g","Temp_C","centroid_temp","Mortality_yr"
"Bird","Cyanocorax_yncas",19.63,22.0050345642113,26,0.239
"Bird","Cygnus_buccinator",2713,0.342911423038263,-1.4,0.105
"Bird","Cygnus_buccinator",2850,0.342911423038263,-1.4,0.106
"Bird","Cygnus_columbianus",1550,-0.572388309176856,-12.3,0.129
"Bird","Cygnus_columbianus",1425,-0.572388309176856,-12.3,0.009
"Bird","Cygnus_columbianus",1550,-0.572388309176856,-12.3,0.157
"Bird","Cygnus_columbianus",1600,-0.572388309176856,-12.3,0.036
"Bird","Cygnus_columbianus",1663,-0.572388309176856,-12.3,0.12
"Bird","Cygnus_olor",2418,7.93965178862845,6.1,0.192
"Bird","Cygnus_olor",2684,7.93965178862845,6.1,0.12
"Bird","Cygnus_olor",2950,7.93965178862845,6.1,0.094
"Bird","Cypseloides_niger",11.4,16.5448540290457,16.6,0.435
"Bird","Daption_capense",107,13.7855206185953,NA,0.127
"Bird","Dendragapus_canadensis",114,-2.82249159707434,-2.1,0.495
"Bird","Dendragapus_canadensis",123,-2.82249159707434,-2.1,0.196
"Bird","Dendragapus_obscurus",222.8,0.500448018292585,2.1,0.233
"Bird","Dendragapus_obscurus",297,0.500448018292585,2.1,0.235
"Bird","Dendragapus_obscurus",299.5,0.500448018292585,2.1,0.182
"Bird","Dendrocygna_autumnalis",212.3,23.6206630973699,NA,0.314
"Bird","Dendrocygna_bicolor",177.5,23.2469851698,22.8,0.4
"Bird","Dendroica_caerulescens",2.45,11.575598336672,12.1,0.323
"Bird","Dendroica_caerulescens",2.538,11.575598336672,12.1,0.265
"Bird","Dendroica_castanea",3.138,10.207201655769,15.7,0.794
"Bird","Dendroica_coronata",3.025,7.32779786364348,-1.2,0.394
"Bird","Dendroica_coronata",3.138,7.32779786364348,-1.2,0.376
"Bird","Dendroica_discolor",2,16.6190291923202,13.8,0.249
"Bird","Dendroica_dominica",2.35,24.2693129615678,24.4,0.515
"Bird","Dendroica_fusca",2.5,14.6705841480555,17.7,0.314
"Bird","Dendroica_kirtlandii",3.425,14.7480269639574,5.7,0.286
"Bird","Dendroica_kirtlandii",3.45,14.7480269639574,5.7,0.323
"Bird","Dendroica_magnolia",2.175,9.53976864622323,0,0.376
"Bird","Dendroica_palmarum",2.575,6.69215159708774,-1.6,0.45
"Bird","Dendroica_palmarum",2.575,6.69215159708774,-1.6,0.394
"Bird","Dendroica_pensylvanica",2.4,12.4153510521545,15.5,0.376
"Bird","Dendroica_petechia",2.45,8.47753516453438,6.6,0.289
"Bird","Dendroica_pinus",2.975,12.8218489771184,8.8,0.382
"Bird","Dendroica_striata",3.25,8.36249242980705,-2.8,0.617
"Bird","Dendroica_striata",3.25,8.36249242980705,-2.8,0.794
"Bird","Dendroica_tigrina",2.75,7.8281693935342,-0.3,0.617
"Bird","Dendroica_townsendi",2.213,10.34253372686,13,0.746
"Bird","Dendroica_virens",2.2,11.1753865379588,12.6,0.442
"Bird","Diomedea_amsterdamensis",1568,17.4695540248595,NA,0.063
"Bird","Thalassarche_chlororhynchos",615,19.3635316592251,NA,0.068
"Bird","Thalassarche_chrysostoma",876.9,10.7865273215486,NA,0.084
"Bird","Diomedea_epomophora",2050,11.2124014189993,NA,0.043
"Bird","Diomedea_exulans",1913,13.7619119308203,NA,0.063
"Bird","Phoebastria_immutabilis",766.6,9.03770509603476,NA,0.047
"Bird","Phoebastria_immutabilis",766.6,9.03770509603476,NA,0.067
"Bird","Phoebastria_irrorata",848.8,21.7866910633328,NA,0.063
"Bird","Phoebastria_nigripes",787,8.7536040094009,NA,0.091
"Bird","Phoebastria_nigripes",787,8.7536040094009,NA,0.093
"Bird","Diomedea_exulans",1913,13.7619119308203,NA,0.02
"Bird","Dolichonyx_oryzivorus",10.51,17.3137169016796,28.2,0.286
"Bird","Dolichonyx_oryzivorus",10.51,17.3137169016796,28.2,0.318
"Bird","Dryocopus_pileatus",66.5,7.19685993463238,6.9,0.259
"Bird","Dryocopus_pileatus",71.75,7.19685993463238,6.9,0.259
"Bird","Dryocopus_pileatus",71.75,7.19685993463238,6.9,0.286
"Bird","Dumetella_carolinensis",9.225,11.1980156951684,8.5,0.235
"Bird","Egretta_caerulea",84.88,21.802459198664,26.2,0.183
"Bird","Egretta_rufescens",112.5,23.7312476573932,NA,0.207
"Bird","Egretta_thula",92.75,21.2736986034434,26.3,0.144
"Bird","Egretta_thula",92.75,21.2736986034434,26.3,0.226
"Bird","Elanus_caeruleus",83.25,24.1612078965097,27.2,0.435
"Bird","Empidonax_difficilis",2.5,10.0418418088187,7.8,0.435
"Bird","Empidonax_flaviventris",2.9,6.09950134466973,-1,0.685
"Bird","Empidonax_fulvifrons",1.975,17.5446117481158,16.6,1.429
"Bird","Empidonax_minimus",2.575,9.09519691722063,1.1,0.323
"Bird","Empidonax_minimus",2.575,9.09519691722063,1.1,0.442
"Bird","Empidonax_oberholseri",2.6,11.157795759066,6.2,0.286
"Bird","Empidonax_oberholseri",2.6,11.157795759066,6.2,0.314
"Bird","Empidonax_oberholseri",2.6,11.157795759066,6.2,0.323
"Bird","Empidonax_oberholseri",2.6,11.157795759066,6.2,0.435
"Bird","Empidonax_traillii",3.35,13.1866090879279,9,0.37
"Bird","Empidonax_virescens",3.225,17.9028605860028,14.2,0.235
"Bird","Eremophila_alpestris",7.838,1.90146602330973,NA,0.323
"Bird","Eremophila_alpestris",7.838,1.90146602330973,NA,0.327
"Bird","Eremophila_alpestris",7.975,1.90146602330973,NA,0.365
"Bird","Eudocimus_albus",225,23.0067947030963,NA,0.156
"Bird","Eudyptula_minor",276.3,16.3299315539474,NA,0.195
"Bird","Euphagus_carolinus",14.94,2.87155396354673,-1.1,0.292
"Bird","Euphagus_cyanocephalus",15.66,10.4715012486794,4,0.233
"Bird","Falco_berigora",137.4,21.8203573160357,21.5,0.244
"Bird","Falco_columbarius",47.63,4.9677388593432,NA,0.331
"Bird","Falco_eleonorae",97.5,22.2553709762674,22.6,0.435
"Bird","Falco_mexicanus",138.5,10.5385090443206,9.5,0.282
"Bird","Falco_mexicanus",215.8,10.5385090443206,9.5,0.242
"Bird","Falco_naumanni",38.13,17.2807557819971,NA,0.42
"Bird","Falco_peregrinus",195.4,11.6808801461898,-5.2,0.207
"Bird","Falco_rupicoloides",65,20.0735377954414,21.6,0.4
"Bird","Falco_sparverius",30,13.7119456832077,25.2,0.22
"Bird","Falco_subbuteo",63.25,13.2002944930125,1.7,0.244
"Bird","Falco_subbuteo",60,13.2002944930125,1.7,0.237
"Bird","Falco_tinnunculus",50.38,12.8263571735049,NA,0.159
"Bird","Falco_vespertinus",41.38,16.3110117177612,28.5,0.207
"Bird","Ficedula_hypoleuca",3,17.6829930668663,4.9,0.748
"Bird","Ficedula_hypoleuca",3,17.6829930668663,4.9,0.656
"Bird","Fratercula_arctica",95.25,9.90284830402554,NA,0.127
"Bird","Fratercula_arctica",95.25,9.90284830402554,NA,0.193
"Bird","Fratercula_cirrhata",194.8,9.57097980983032,NA,0.435
"Bird","Fregata_ariel",188.5,26.070196360872,24.7,0.149
"Bird","Fregata_ariel",201.5,26.070196360872,24.7,0.108
"Bird","Fregata_minor",263.8,26.0782419039998,NA,0.074
"Bird","Fregata_minor",295.8,26.0782419039998,NA,0.084
"Bird","Fulica_americana",140,10.7089704705996,4.7,0.113
"Bird","Fulica_americana",160.5,10.7089704705996,4.7,0.13
"Bird","Fulmarus_glacialis",136,-1.58464592619425,8,0.052
"Bird","Fulmarus_glacialis",136,-1.58464592619425,8,0.355
"Bird","Gallinago_gallinago",30.5,11.6666532681497,-0.5,0.276
"Bird","Gallinula_chloropus",75.63,16.0345094563701,NA,0.244
"Bird","Gavia_arctica",838.8,7.39878344588212,-2.2,0.09
"Bird","Gavia_immer",1034,7.19956892642163,-1.4,0.127
"Bird","Gavia_immer",1034,7.19956892642163,-1.4,0.331
"Bird","Gavia_stellata",387.8,5.52056867461546,-8.2,0.11
"Bird","Geococcyx_californianus",94,17.4413305302399,15.6,0.704
"Bird","Geothlypis_trichas",2.475,9.50748998717869,7.4,0.259
"Bird","Grus_americana",1457,4.81197557511657,4.5,0.084
"Bird","Grus_americana",1457,4.81197557511657,4.5,0.355
"Bird","Grus_canadensis",791.5,1.66917158728347,-1.5,0.118
"Bird","Grus_canadensis",791.5,1.66917158728347,-1.5,0.131
"Bird","Grus_canadensis",791.5,1.66917158728347,-1.5,0.139
"Bird","Passerina_caerulea",7.325,17.2562836289277,17.6,0.442
"Bird","Gygis_alba",27.75,25.8826265800646,NA,0.142
"Bird","Gymnogyps_californianus",2526,12.4857697364627,11.1,0.056
"Bird","Gymnorhinus_cyanocephalus",25.75,8.24997341898055,2.7,0.233
"Bird","Gymnorhinus_cyanocephalus",25.75,8.24997341898055,2.7,0.292
"Bird","Gyps_coprotheres",2044,19.562512544191,20.7,0.227
"Bird","Haematopus_ostralegus",131.5,8.18378716331487,3.4,0.07
"Bird","Haematopus_palliatus",158,21.7436269864585,25.8,0.149
"Bird","Haematopus_palliatus",158,21.7436269864585,25.8,0.182
"Bird","Haliaeetus_albicilla",1198,0.3221753533145,-2.2,0.12
"Bird","Haliaeetus_leucocephalus",1185,5.26228649060836,-0.7,0.246
"Bird","Haliastur_sphenurus",200,22.039327728437,23.2,0.235
"Bird","Helmitheros_vermivorum",3.25,18.3606921274727,14,0.365
"Bird","Hieraaetus_morphnoides",209.8,21.9133887943875,21.8,0.249
"Bird","Himatione_sanguinea",6.275,15.7512111996078,NA,0.407
"Bird","Petrochelidon_fulva",5.1,21.0295399910911,NA,0.276
"Bird","Petrochelidon_fulva",5.1,21.0295399910911,NA,0.549
"Bird","Petrochelidon_pyrrhonota",5.4,15.0507346195823,5.9,0.233
"Bird","Petrochelidon_pyrrhonota",5.4,15.0507346195823,5.9,0.256
"Bird","Petrochelidon_pyrrhonota",5.4,15.0507346195823,5.9,0.286
"Bird","Hirundo_rustica",3.95,13.261628208718,7.4,0.318
"Bird","Hydrobates_pelagicus",6.3,14.8410540731774,NA,0.127
"Bird","Icteria_virens",6.325,14.1602729540812,12.2,0.289
"Bird","Icterus_cucullatus",6.075,19.2730148122633,20.7,0.435
"Bird","Icterus_galbula",8.4,13.3971403948013,8.2,0.394
"Bird","Icterus_galbula",8.575,13.3971403948013,8.2,0.22
"Bird","Icterus_parisorum",9.35,16.7747426775133,16.8,0.407
"Bird","Icterus_pectoralis",11.13,24.0927497661913,20.7,0.22
"Bird","Icterus_spurius",4.9,16.2341382203884,14.3,0.267
"Bird","Icterus_spurius",4.9,16.2341382203884,14.3,0.276
"Bird","Ictinia_mississippiensis",69.5,22.8803155810395,NA,0.323
"Bird","Junco_hyemalis",4.9,5.15134914384766,-1.5,0.237
"Bird","Junco_hyemalis",4.9,5.15134914384766,-1.5,0.239
"Bird","Junco_hyemalis",4.9,5.15134914384766,-1.5,0.262
"Bird","Junco_hyemalis",4.9,5.15134914384766,-1.5,0.394
"Bird","Junco_phaeonotus",5.1,17.5180320611464,16.6,0.394
"Bird","Lagopus_leucura",87.75,-0.913473096894472,0.8,0.213
"Bird","Lagopus_leucura",89.75,-0.913473096894472,0.8,0.169
"Bird","Lamprolaima_rhami",1.525,19.9273245082488,24.1,0.323
"Bird","Lanius_excubitor",16.4,14.3396588827914,NA,0.82
"Bird","Lanius_ludovicianus",11.85,12.4491224762211,17.2,0.204
"Bird","Lanius_ludovicianus",11.85,12.4491224762211,17.2,0.427
"Bird","Larus_argentatus",283.8,5.48882494471204,NA,0.084
"Bird","Larus_argentatus",283.8,5.48882494471204,NA,0.09
"Bird","Larus_argentatus",283.8,5.48882494471204,NA,0.092
"Bird","Larus_argentatus",283.8,5.48882494471204,NA,0.133
"Bird","Larus_atricilla",81.25,22.100061658929,26.9,0.168
"Bird","Larus_californicus",151.6,6.51930702730629,9.8,0.192
"Bird","Larus_canus",100.9,0.508385600408167,1.7,0.139
"Bird","Larus_canus",101,0.508385600408167,1.7,0.098
"Bird","Larus_delawarensis",129.6,9.61769275930404,3,0.079
"Bird","Larus_delawarensis",129.6,9.61769275930404,3,0.101
"Bird","Larus_glaucescens",252.5,2.52621418805859,NA,0.079
"Bird","Larus_glaucescens",252.5,2.52621418805859,NA,0.111
"Bird","Larus_glaucescens",252.5,2.52621418805859,NA,0.114
"Bird","Larus_marinus",414.6,5.10565068432783,NA,0.108
"Bird","Larus_occidentalis",252.8,14.840351917185,14.1,0.091
"Bird","Larus_occidentalis",252.8,14.840351917185,14.1,0.101
"Bird","Larus_pipixcan",70,11.0035851362107,14.5,0.273
"Bird","Larus_pipixcan",70,11.0035851362107,14.5,0.286
"Bird","Laterallus_jamaicensis",8.475,17.0952461088249,25.5,1.163
"Bird","Leptotila_verreauxi",38.25,23.9912042061186,26.3,0.299
"Bird","Leucosticte_arctoa",6.625,-4.09299123083253,-6.1,0.459
"Bird","Leucosticte_arctoa",6.725,-4.09299123083253,-6.1,0.394
"Bird","Limnodromus_griseus",28.25,8.46554453767601,-0.8,0.192
"Bird","Limnodromus_griseus",28.25,8.46554453767601,-0.8,0.34
"Bird","Limnodromus_scolopaceus",26.13,7.9129995511042,7.2,0.311
"Bird","Limnothlypis_swainsonii",4.725,19.4577579821388,16.8,0.331
"Bird","Limosa_fedoa",92.63,10.1017063850155,3.7,0.299
"Bird","Limosa_lapponica",84.5,18.0213881801676,NA,0.685
"Bird","Lophodytes_cucullatus",135,8.93141907195014,9.8,0.226
"Bird","Lophodytes_cucullatus",152.5,8.93141907195014,9.8,0.249
"Bird","Lophoictinia_isura",125.3,21.9256884218193,20.6,0.149
"Bird","Loxia_curvirostra",10.15,3.89526309978938,6.7,0.633
"Bird","Melanerpes_aurifrons",21.35,21.3458716429106,NA,0.459
"Bird","Melanerpes_carolinus",16.8,13.7635566983892,14.2,0.211
"Bird","Melanerpes_erythrocephalus",17.9,10.8203990947716,14.4,0.259
"Bird","Melanerpes_formicivorus",19.53,17.7804743663783,19.4,0.169
"Bird","Melanerpes_formicivorus",20.73,17.7804743663783,19.4,0.159
"Bird","Melanerpes_uropygialis",17.43,20.5772231582637,23.7,0.331
"Bird","Melanitta_fusca",300,-1.5928350403198,-2.5,0.218
"Bird","Melanitta_fusca",439.3,-7.92577217853572,-8.1,0.163
"Bird","Melanitta_fusca",439.3,-7.92577217853572,-8.1,0.213
"Bird","Meleagris_gallopavo",1056,11.74000554097,14,0.196
"Bird","Meleagris_gallopavo",1453,11.74000554097,14,0.204
"Bird","Melospiza_georgiana",4.25,7.26199541140617,-0.6,0.549
"Bird","Melospiza_lincolnii",4.35,6.5635610349234,0.3,0.34
"Bird","Melospiza_melodia",5.188,7.18742374815581,0.8,0.226
"Bird","Mergus_merganser",308,2.47031504011703,-0.4,0.19
"Bird","Mergus_serrator",255.4,-0.267411336055063,-5.1,0.485
"Bird","Merops_bullockoides",8.7,21.7043995971702,19.7,0.37
"Bird","Micrathene_whitneyi",10.25,18.9579261390162,20.7,0.538
"Bird","Calidris_himantopus",14.34,17.5014932662126,26.4,0.282
"Bird","Milvus_migrans",206.8,15.7809918958893,NA,0.107
"Bird","Milvus_migrans",206.8,15.7809918958893,NA,0.11
"Bird","Milvus_milvus",270,9.82513544164491,10.6,0.097
"Bird","Milvus_milvus",270,9.82513544164491,10.6,0.098
"Bird","Mimus_polyglottos",12.13,12.3189249110847,14.7,0.127
"Bird","Mniotilta_varia",2.65,11.5667165601362,4,0.226
"Bird","Molothrus_aeneus",16.68,20.7565205615161,16.1,0.746
"Bird","Molothrus_ater",10.98,10.2832864058523,6.9,0.15
"Bird","Molothrus_ater",12.25,10.2832864058523,6.9,0.161
"Bird","Morus_bassanus",749.9,10.024515997038,NA,0.125
"Bird","Mycteria_americana",594,24.2898385629917,25.9,0.4
"Bird","Myiarchus_cinerascens",6.8,15.5018282205239,7.2,0.286
"Bird","Myiarchus_cinerascens",6.8,15.5018282205239,7.2,0.538
"Bird","Myiarchus_crinitus",8.375,13.8630346298956,11.2,0.183
"Bird","Myiarchus_tyrannulus",10.95,23.8965309616022,24.8,0.259
"Bird","Myiarchus_tyrannulus",10.95,23.8965309616022,24.8,0.323
"Bird","Myioborus_pictus",1.975,17.1109279268049,16.8,0.394
"Bird","Myioborus_pictus",1.975,17.1109279268049,16.8,0.617
"Bird","Nucifraga_columbiana",33.75,6.01956221996344,8.6,0.146
"Bird","Numenius_arquata",201.4,12.6350112049339,14.1,0.08
"Bird","Numenius_phaeopus",101,14.7196423083333,NA,0.233
"Bird","Numenius_tahitiensis",108.4,11.0772220000101,-2.8,0.216
"Bird","Bubo_scandiaca",510.6,-5.4930366841532,-6.1,0.273
"Bird","Bubo_scandiaca",569.8,-5.4930366841532,-6.1,0.237
"Bird","Nycticorax_nycticorax",220.8,19.4894173945695,27.1,0.12
"Bird","Nycticorax_nycticorax",220.8,19.4894173945695,27.1,0.12
"Bird","Nyctanassa_violacea",170.6,19.7299846554316,27.5,0.413
"Bird","Oceanodroma_furcata",13.83,4.67164231676763,NA,0.286
"Bird","Oceanodroma_furcata",13.83,4.67164231676763,NA,0.435
"Bird","Oceanodroma_homochroa",9.225,17.7952196628806,NA,0.323
"Bird","Oceanodroma_leucorhoa",9.95,16.9300948121374,NA,0.081
"Bird","Oceanodroma_leucorhoa",9.95,16.9300948121374,NA,0.087
"Bird","Oceanodroma_leucorhoa",9.95,16.9300948121374,NA,0.105
"Bird","Oceanodroma_tristrami",21,21.0587257503717,20.7,0.262
"Bird","Oporornis_tolmiei",2.6,11.4835768148758,10.6,0.649
"Bird","Oporornis_agilis",3.8,18.268705144586,25.6,0.617
"Bird","Oporornis_formosus",3.575,18.8156395507371,14.5,0.435
"Bird","Oporornis_philadelphia",3.25,10.9798074107975,17,0.327
"Bird","Oporornis_tolmiei",2.6,11.4835768148758,10.6,0.649
"Bird","Megascops_asio",45.13,12.751030900736,13,0.179
"Bird","Otus_flammeolus",13.89,14.0762096906958,6.8,0.318
"Bird","Megascops_kennicottii",42.25,11.1676115294792,7.8,0.198
"Bird","Oxyura_jamaicensis",147.5,10.4688829467239,6.6,0.187
"Bird","Pagodroma_nivea",67,4.66323438639703,NA,0.127
"Bird","Pandion_haliaetus",371.4,14.9690417427669,7.8,0.115
"Bird","Parabuteo_unicinctus",215.8,21.1838356131768,26.2,0.233
"Bird","Parabuteo_unicinctus",215.8,21.1838356131768,26.2,0.256
"Bird","Parabuteo_unicinctus",220.6,21.1838356131768,26.2,0.202
"Bird","Parula_americana",2.15,12.5683955106204,11.8,0.538
"Bird","Parus_atricapillus",2.7,3.08878823837806,4.2,0.206
"Bird","Parus_atricapillus",2.75,3.08878823837806,4.2,0.361
"Bird","Baeolophus_bicolor",5.4,13.7002119740919,13.7,0.192
"Bird","Baeolophus_bicolor",5.4,13.7002119740919,13.7,0.549
"Bird","Parus_carolinensis",2.538,15.5301723761989,15.6,0.235
"Bird","Parus_cinctus",3.1,-7.56445753642062,-8.6,0.37
"Bird","Parus_gambeli",2.875,6.04566116139405,4.9,0.254
"Bird","Parus_hudsonicus",2.45,-2.5090926349731,-1.4,0.562
"Bird","Baeolophus_inornatus",4.375,14.4706086313466,17.3,0.323
"Bird","Parus_major",4.75,8.52672373505962,14.2,0.756
"Bird","Parus_major",4.75,8.52672373505962,14.2,0.989
"Bird","Parus_rufescens",2.425,5.36668585116211,7.2,0.331
"Bird","Parus_sclateri",2.75,16.5433001899319,15.9,0.526
"Bird","Baeolophus_wollweberi",2.6,17.4623366214171,17.7,0.394
"Bird","Passer_domesticus",6.925,11.8142835562346,12.1,0.192
"Bird","Passer_montanus",5.5,5.86603871094359,11.8,0.667
"Bird","Passerculus_sandwichensis",4.28,4.96980471806073,1.8,0.427
"Bird","Passerella_iliaca",8.075,2.88500497347907,-3.8,0.265
"Bird","Passerina_amoena",3.875,11.2010146669922,6.4,0.289
"Bird","Passerina_amoena",4,11.2010146669922,6.4,0.538
"Bird","Passerina_ciris",3.75,20.0104204385219,18.5,0.244
"Bird","Passerina_cyanea",3.525,14.0042460374226,12.8,0.233
"Bird","Passerina_cyanea",3.725,14.0042460374226,12.8,0.233
"Bird","Passerina_cyanea",3.75,14.0042460374226,12.8,0.429
"Bird","Passerina_cyanea",3.75,14.0042460374226,12.8,0.454
"Bird","Pelecanus_erythrorhynchos",1750,11.1152571816411,2.6,0.096
"Bird","Pelecanus_erythrorhynchos",1750,11.1152571816411,2.6,0.159
"Bird","Pelecanus_occidentalis",859.5,23.9827464995906,NA,0.129
"Bird","Perdix_perdix",97.38,5.61026045394716,6.2,0.508
"Bird","Perisoreus_canadensis",18.25,-1.64670165411904,-0.7,0.132
"Bird","Perisoreus_canadensis",18.25,-1.64670165411904,-0.7,0.159
"Bird","Perisoreus_canadensis",18.25,-1.64670165411904,-0.7,0.182
"Bird","Pernis_apivorus",189.5,17.1414149129925,5.7,0.087
"Bird","Phalacrocorax_auritus",418.5,9.91318395280843,10.9,0.142
"Bird","Phalacrocorax_carbo",527.4,17.1554281212451,NA,0.141
"Bird","Phalacrocorax_carbo",527.4,17.1554281212451,NA,0.178
"Bird","Phalacrocorax_pelagicus",467,11.4578631136838,NA,0.142
"Bird","Phalacrocorax_penicillatus",525.8,14.6562547439698,NA,0.273
"Bird","Phalaenoptilus_nuttallii",12.9,12.0231834277137,6,0.909
"Bird","Steganopus_tricolor",14.99,12.8265141858039,20.8,0.256
"Bird","Pheucticus_ludovicianus",11.4,12.7385268846231,5.2,0.355
"Bird","Pheucticus_melanocephalus",10.45,12.201329819223,4.8,0.282
"Bird","Phoenicopterus_ruber",758.8,24.818120530951,NA,0.076
"Bird","Phoenicopterus_ruber",758.8,24.818120530951,NA,0.193
"Bird","Phylloscopus_borealis",2.65,-2.35236308133455,-5.2,0.877
"Bird","Pica_nuttalli",36,15.2734997523312,16.4,0.259
"Bird","Pica_nuttalli",39.75,15.2734997523312,16.4,0.256
"Bird","Pica_pica",44.38,5.58150751906489,7.8,0.442
"Bird","Pica_pica",44.38,5.58150751906489,7.8,0.526
"Bird","Picoides_borealis",10.9,17.3993018787999,17.8,0.185
"Bird","Picoides_borealis",10.9,17.3993018787999,17.8,0.213
"Bird","Picoides_pubescens",6.75,5.33812085734542,6.3,0.224
"Bird","Picoides_scalaris",7.575,19.4271005414174,18,0.588
"Bird","Picoides_villosus",15.63,5.56981573520974,7,0.161
"Bird","Pinicola_enucleator",14.1,-2.30560453455379,-5.5,0.265
"Bird","Pipilo_aberti",11.49,17.6640204229017,20.7,0.299
"Bird","Pipilo_chlorurus",7.35,13.8145115259769,18.1,0.336
"Bird","Pipilo_erythrophthalmus",10.43,12.3212814551934,8.4,0.207
"Bird","Pipilo_erythrophthalmus",10.43,12.3212814551934,8.4,0.239
"Bird","Pipilo_fuscus",11.1,16.5677160991361,18.6,0.199
"Bird","Piranga_ludoviciana",7.025,10.2665114581154,3.7,0.327
"Bird","Piranga_olivacea",7.15,17.2533539050394,9.4,0.254
"Bird","Piranga_rubra",7.05,21.0055175680884,19.4,0.355
"Bird","Piranga_rubra",7.05,21.0055175680884,19.4,0.435
"Bird","Platalea_leucorodia",473,14.0664214259148,3.1,0.09
"Bird","Plectrophenax_hyperboreus",13.63,-3.41992465051802,NA,0.549
"Bird","Plectrophenax_nivalis",10.55,-1.64625188083059,2.2,0.292
"Bird","Plegadis_chihi",155.4,16.4483298688848,21.5,0.175
"Bird","Pluvialis_dominica",36.25,13.4127475164028,NA,0.549
"Bird","Pluvialis_squatarola",55,11.3880484101864,NA,0.125
"Bird","Pluvialis_squatarola",55,11.3880484101864,NA,0.201
"Bird","Podiceps_auritus",113.3,8.14044736682343,0.1,0.505
"Bird","Podiceps_grisegena",255.8,7.86788815967391,NA,0.549
"Bird","Podiceps_nigricollis",73,15.1074541841788,8,0.505
"Bird","Polioptila_caerulea",1.5,15.7096165218017,13.8,0.633
"Bird","Caracara_plancus",223.4,20.023310203139,22.7,0.289
"Bird","Polysticta_stelleri",193.3,-8.01912497841224,NA,0.207
"Bird","Polysticta_stelleri",210.5,-8.01912497841224,NA,0.178
"Bird","Pooecetes_gramineus",6.425,10.4413019875287,6.8,0.327
"Bird","Pooecetes_gramineus",6.425,10.4413019875287,6.8,0.376
"Bird","Procellaria_parkinsoni",168.8,19.6343857102882,NA,0.149
"Bird","Progne_subis",12.35,19.8546612172723,26.9,0.185
"Bird","Protonotaria_citrea",3.75,18.4012130882362,14.3,0.538
"Bird","Pterodroma_alba",68,25.458311763674,NA,0.226
"Bird","Pterodroma_hypoleuca",44,17.1291401425063,25,0.239
"Bird","Pterodroma_macroptera",133.1,15.1080411639563,NA,0.141
"Bird","Pterodroma_phaeopygia",108.5,24.7043746064534,NA,0.37
"Bird","Ptychoramphus_aleuticus",47,10.9010187110708,0,0.251
"Bird","Ptychoramphus_aleuticus",47,10.9010187110708,0,0.435
"Bird","Ptychoramphus_aleuticus",47,10.9010187110708,0,0.459
"Bird","Puffinus_gravis",212.3,13.0808490517879,NA,0.365
"Bird","Puffinus_lherminieri",42,22.1051580494403,NA,0.133
"Bird","Puffinus_nativitatis",89,25.8078431572397,NA,0.237
"Bird","Puffinus_pacificus",97,25.135769991052,24.7,0.151
"Bird","Puffinus_pacificus",97,25.135769991052,24.7,0.182
"Bird","Puffinus_puffinus",113.3,11.8368224473106,NA,0.084
"Bird","Puffinus_puffinus",113.3,11.8368224473106,NA,0.549
"Bird","Puffinus_tenuirostris",135.8,13.5047030410953,NA,0.084
"Bird","Puffinus_tenuirostris",135.8,13.5047030410953,NA,0.08
"Bird","Pycnonotus_jocosus",6.85,23.6076808146597,26,0.667
"Bird","Pyrocephalus_rubinus",3.6,22.5991000304136,25.6,0.476
"Bird","Quiscalus_major",41.63,19.7761535136895,20.2,0.215
"Bird","Quiscalus_mexicanus",47.75,17.4130372541765,21.6,0.204
"Bird","Quiscalus_quiscula",31.75,7.61552752642629,3.9,0.121
"Bird","Rallus_longirostris",80.75,25.2217723167852,26.4,0.345
"Bird","Recurvirostra_americana",79,13.1518967568882,5.1,0.286
"Bird","Regulus_calendula",1.663,5.56543627056089,-0.2,0.467
"Bird","Regulus_satrapa",1.575,7.49717240680245,14.3,0.495
"Bird","Rynchops_niger",75.38,24.0909122744957,25.3,0.127
"Bird","Riparia_riparia",3.65,11.4158009639795,7.1,0.323
"Bird","Rissa_brevirostris",97.75,3.49909334789774,NA,0.667
"Bird","Rissa_tridactyla",98.25,1.43136153148919,13.6,0.135
"Bird","Rissa_tridactyla",101.8,1.43136153148919,13.6,0.37
"Bird","Rissa_tridactyla",101.8,1.43136153148919,13.6,0.526
"Bird","Rissa_tridactyla",105.3,1.43136153148919,13.6,0.196
"Bird","Rostrhamus_sociabilis",94.5,23.9703611551147,25,0.149
"Bird","Rostrhamus_sociabilis",94.5,23.9703611551147,25,0.37
"Bird","Sayornis_nigricans",4.663,18.6205106243597,20.2,0.323
"Bird","Sayornis_nigricans",4.663,18.6205106243597,20.2,0.909
"Bird","Sayornis_phoebe",4.95,9.08138601709905,4.1,0.282
"Bird","Scolopax_minor",54.75,10.5274184289276,8.3,0.226
"Bird","Scolopax_minor",54.75,10.5274184289276,8.3,0.276
"Bird","Seiurus_aurocapilla",4.85,11.0841302973344,4.3,0.286
"Bird","Coturnicops_noveboracensis",5.075,8.84344724905952,0,0.323
"Bird","Coturnicops_noveboracensis",4.45,8.84344724905952,0,0.289
"Bird","Selasphorus_platycercus",0.875,12.2530977742132,16.3,0.365
"Bird","Selasphorus_platycercus",0.8875,12.2530977742132,16.3,0.323
"Bird","Selasphorus_platycercus",0.9,12.2530977742132,16.3,0.209
"Bird","Selasphorus_platycercus",0.9,12.2530977742132,16.3,0.211
"Bird","Selasphorus_rufus",0.875,11.0755810675303,0.5,0.649
